resource_callsign,callsign_type,incident_number,call_time,revised_incident_type,assigned_time,mobile_time,on_scene_time,available_time,callsign_station,alias_1,initial_incident_type,initial_role,final_role,actual_role,riders,assign_order,mob_reason,lat,long,details,classification,geometry,pixel_value,suitability_or,suitability,suitability2
A061,PRL,FW001793-10012023,2023-01-10 09:52:23.193,SSC,2023-01-10 09:54:00.560,2023-01-10 09:54:18.577,2023-01-10 10:01:17.153,2023-01-10 10:27:08.967,Ward End,A06,LOCK IN/OUT,,PUMPING,Pumping,4,1,Initial Response,52.5223716252845,-1.79052561413685,ELDERLY COUPLE LOCKED IN BEDROOM CALL CAME FROM NEIGHBOUR AT NO. 24,Class 3,POINT (414309.4533635874 291629.3689942902),0.38745075,3.1,3.1,0.4855072169563295
C021,PRL,FW001794-10012023,2023-01-10 09:54:55.933,SSC,2023-01-10 09:56:53.527,2023-01-10 09:57:44.597,2023-01-10 10:04:46.347,2023-01-10 10:14:37.160,Woodgate Valley,C02,LIFT,,PUMPING,Pumping,5,1,Initial Response,52.429429146418,-2.00861852690795,MALE STUCK IN LIFT CALL CAME FROM SUPPORT WORKER,Class 4,POINT (399510.5552460831 281270.37428853806),0.4033334,--,--,0.5199768343213695
A071,PRL,FW001797-10012023,2023-01-10 10:25:38.380,SSC,2023-01-10 10:28:58.597,2023-01-10 10:29:49.507,2023-01-10 10:32:28.333,2023-01-10 10:52:53.477,Handsworth,A07,GAS LEAK,,PUMPING,Pumping,5,1,Initial Response,52.5029029015639,-1.93152734798449,JK COLLECTION  PCSO in attendance OFF STAFFORD ROAD  VERY STRONG SMELL OF GAS  UNSURE WETHER THE SOURCE IS INSIDE OR OUTSIDE,Class 4,POINT (404744.63293274527 289445.33487436135),0.79421586,3.0,3.0,0.44927536732658235
A075,BRV,FW001797-10012023,2023-01-10 10:25:38.380,SSC,2023-01-10 10:28:58.610,2023-01-10 10:30:23.343,2023-01-10 10:32:33.920,2023-01-10 10:37:42.850,Handsworth,A07,GAS LEAK,,PUMPING,Pumping,3,2,Initial Response,52.5029029015639,-1.93152734798449,JK COLLECTION  PCSO in attendance OFF STAFFORD ROAD  VERY STRONG SMELL OF GAS  UNSURE WETHER THE SOURCE IS INSIDE OR OUTSIDE,Class 2,POINT (404744.63293274527 289445.33487436135),0.79421586,3.0,3.0,0.44927536732658235
D091,PRL,FW001800-10012023,2023-01-10 10:43:50.627,SSC,2023-01-10 10:45:48.583,2023-01-10 10:46:48.970,2023-01-10 10:52:21.007,2023-01-10 10:58:58.393,Dudley,D09,ASSIST AMBULANCE,,PUMPING,Pumping,5,1,Initial Response,52.5215309030268,-2.06635102456103,"REQUEST FROM ambulance TO GAIN ENTRY ambulance EN ROUTE, estimated time of arrival APPROX 3 MINUTES - AS CAT 1 PATIENT LYING ON THE FLOOR - UNABLE TO CONFIRM IF THEY ARE BREATHING",Class 4,POINT (395594.6235893855 291517.31110487215),0.6759921,3.82,3.82,0.7463767934411394
D085,BRV,FW001808-10012023,2023-01-10 11:33:07.027,FAE,2023-01-10 11:35:05.560,2023-01-10 11:38:04.800,2023-01-10 11:41:46.237,2023-01-10 11:47:15.907,West Bromwich,D08,ALARMS SLEEPING NON MANAGED,PUMPING,PUMPING,Pumping,2,1,Initial Response,52.518735742152,-2.00377330202147,CARELINE WITH SPEECH - GONE OFF AFTER COOKING,Class 1,POINT (399840.6033040819 291204.2981871568),0.739604,3.16,3.16,0.5072464131177212
D025,BRV,FW001813-10012023,2023-01-10 11:47:45.660,SEC,2023-01-10 11:49:05.367,2023-01-10 11:50:55.097,2023-01-10 11:58:10.367,2023-01-10 12:25:11.763,Brierley Hill,D02,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.5054177926514,-2.08530224402304,WASTE GROUND CORNER OF VICAR STREET  RUBBISH PALLETS CONIFERS,Class 2,POINT (394306.64636364585 289726.32746792224),0.7871435,3.31,3.31,0.561594187562342
A075,BRV,FW001818-10012023,2023-01-10 12:02:57.757,SEC,2023-01-10 12:06:14.230,2023-01-10 12:07:30.460,2023-01-10 12:09:13.510,2023-01-10 12:13:41.860,Handsworth,A07,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.5030074717556,-1.94222246326762,SMOKE COMING FROM THE GARDEN,Class 2,POINT (404018.61962864106 289456.3268276589),0.72453564,3.37,3.37,0.5833332973401901
D035,BRV,FW001822-10012023,2023-01-10 12:24:41.943,FDR,2023-01-10 12:26:05.413,2023-01-10 12:26:36.987,2023-01-10 12:32:15.367,2023-01-10 13:28:05.163,Haden Cross,D03,CAR FIRE,,PUMPING,Pumping,3,1,Initial Response,52.471425503316,-2.03505160036883,CAR FIRE UNDER THE BONNET/ENGINE DARK GREY as in BMW cars 1 SERIES  ,Class 2,POINT (397715.60572483414 285942.31424366514),0.6937208,3.02,3.02,0.45652173725253165
D095,BRV,FW001829-10012023,2023-01-10 12:34:38.497,FAE,2023-01-10 12:35:39.583,2023-01-10 12:36:35.637,,2023-01-10 12:44:47.063,Dudley,D09,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,2,2,Initial Response,52.5595355502953,-2.10878738428311,SMOKE ALARM NO SPEECH CONTACT,Class 1,POINT (392721.5945597107 295748.30512901535),0.580713,4.31,4.31,0.9239130293939875
E071,PRL,FW001829-10012023,2023-01-10 12:34:38.497,FAE,2023-01-10 12:35:39.567,2023-01-10 12:36:36.607,2023-01-10 12:40:14.780,2023-01-10 12:53:59.117,Bilston,E07,ALARMS SLEEPING NON MANAGED,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.5595355502953,-2.10878738428311,SMOKE ALARM NO SPEECH CONTACT,Class 4,POINT (392721.5945597107 295748.30512901535),0.580713,4.31,4.31,0.9239130293939875
D025,BRV,FW001831-10012023,2023-01-10 12:42:02.963,FAE,2023-01-10 12:43:01.020,2023-01-10 12:44:35.947,2023-01-10 12:45:51.147,2023-01-10 12:49:30.893,Brierley Hill,D02,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.4887618152651,-2.12330983803443,SPEECH CONTACT,Class 2,POINT (391723.59615574474 287877.38120349695),0.6635987,3.24,3.24,0.5362318928215188
C031,PRL,FW001832-10012023,2023-01-10 12:46:19.910,FAE,2023-01-10 12:47:35.220,2023-01-10 12:48:16.723,2023-01-10 12:51:34.237,2023-01-10 13:10:30.633,Smethwick,C03,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.4880214939191,-1.96623193393041,SPEECH CONTACT BUT RESIDENT CONFUSED  COULDNT CONFIRM WHAT CAUSED THE ALARM,Class 4,POINT (402389.59565238864 287788.3223990705),0.7492587,3.58,3.58,0.6594202679462027
C095,BRV,FW001833-10012023,2023-01-10 12:55:35.673,SSC,2023-01-10 12:58:05.463,2023-01-10 12:59:03.640,2023-01-10 13:07:33.713,2023-01-10 13:17:53.907,Hay Mills,C09,LOCK IN/OUT,,PUMPING,Pumping,3,1,Initial Response,52.4530815910491,-1.84630075400264,*risk based crewing 2* FLAT 5  2 YEAR OLD CHILD LOCKED IN HOUSE  ,Class 2,POINT (410541.63064250094 283912.3851557833),0.66408336,2.49,2.49,0.2644927614477848
C071,PRL,FW001840-10012023,2023-01-10 13:48:26.007,FAG,2023-01-10 13:50:14.090,2023-01-10 13:50:55.777,2023-01-10 13:54:36.967,2023-01-10 14:42:36.170,Ladywood,C07,GAS LEAK,,PUMPING,Pumping,5,2,Initial Response,52.4826306360122,-1.91746689930731,CAN SMELL GAS IN THE HOUSE UPSTAIRS,Class 4,POINT (405701.6515742104 287191.364779981),0.98260516,3.23,3.23,0.5326087078585442
C075,BRV,FW001840-10012023,2023-01-10 13:48:26.007,FAG,2023-01-10 13:50:14.077,2023-01-10 13:51:11.020,2023-01-10 13:54:32.777,2023-01-10 14:15:09.630,Ladywood,C07,GAS LEAK,,PUMPING,Pumping,3,1,Initial Response,52.4826306360122,-1.91746689930731,CAN SMELL GAS IN THE HOUSE UPSTAIRS,Class 2,POINT (405701.6515742104 287191.364779981),0.98260516,3.23,3.23,0.5326087078585442
D089,BSV,FW001845-10012023,2023-01-10 14:07:39.660,FAE,2023-01-10 14:09:01.397,2023-01-10 14:10:30.400,2023-01-10 14:20:33.767,2023-01-10 14:36:32.177,West Bromwich,D08,ALARMS SLEEPING NON MANAGED,,BSV,BSV,1,1,Initial Response,52.489345742484,-1.93094450635463,FIRE PANEL NUMBER 3  MAIN SPINE AMU 1  GATE 4,Class 1,POINT (404785.6347720654 287937.3475377925),0.8333421,3.18,3.18,0.5144927830436705
A055,BRV,FW001851-10012023,2023-01-10 14:29:00.150,SSC,2023-01-10 14:33:13.273,2023-01-10 14:33:48.087,2023-01-10 14:36:48.320,2023-01-10 14:53:09.097,Perry Barr,A05,FLOODING,,PUMPING,Pumping,3,1,Initial Response,52.5164032434352,-1.86551742644375,CALLER DISTRESSED AS WASHING MACHINE PIPE IS SPRAYING OUT AND IS UNABLE TO FIND STOP TAP fire control ADVISED CALLER TO CONTACT LANDLORD TO HELP BUT LANDLORD IS NOT ANSWERING,Class 2,POINT (409222.6446835343 290953.3550775874),0.816142,2.8,2.8,0.37681158168354445
E055,BRV,FW001860-10012023,2023-01-10 14:58:07.170,FAE,2023-01-10 14:59:18.433,2023-01-10 15:00:43.880,2023-01-10 15:02:11.183,2023-01-10 15:16:21.983,Wolverhampton,E05,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.5808233620763,-2.13502065590139,MAIN FIRE ALARM ACTIVATED,Class 2,POINT (390947.5790957263 298119.30969892815),0.6059596,3.81,3.81,0.7427536084781647
B021,PRL,FW001864-10012023,2023-01-10 15:26:43.293,FAM,2023-01-10 15:27:41.733,2023-01-10 15:28:39.963,2023-01-10 15:32:40.707,2023-01-10 15:42:57.757,Sheldon,B02,CAR FIRE,PUMPING,PUMPING,Pumping,4,1,Initial Response,52.4818714761609,-1.80609042020288,IN THE CAR PARK TO THE FLATS CALLER STATES LOOKS LIKE A MERCEDES,Class 3,POINT (413265.6170066537 287121.387259192),0.45016697,3.51,3.51,0.6340579732053797
E021,PRL,FW001866-10012023,2023-01-10 15:33:47.447,CD,2023-01-10 15:35:06.093,2023-01-10 15:35:49.640,2023-01-10 15:38:01.413,2023-01-10 16:14:26.080,Bloxwich,E02,CHIMNEY FIRE,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.6113939594555,-2.00094633730177,SLOW BURNING CHIMNEY FIRE  ,Class 4,POINT (400032.6234620607 301511.2356019057),0.69962454,2.78,2.78,0.36956521175759494
B032,PRL,FW001867-10012023,2023-01-10 15:50:53.423,FDR,2023-01-10 15:51:50.823,2023-01-10 15:52:59.977,2023-01-10 16:02:29.933,2023-01-10 17:13:11.163,Coventry,B03,FIRE PR,,PUMPING,Pumping,4,1,Initial Response,52.4154817475564,-1.51512143687362,HOSTEL,Class 3,POINT (433075.4231398349 279829.1616647496),0.56205237,3.34,3.34,0.5724637424512662
B051,PRL,FW001867-10012023,2023-01-10 15:50:53.423,FDR,2023-01-10 15:53:39.687,2023-01-10 15:53:58.747,2023-01-10 16:00:21.017,2023-01-10 16:02:43.260,Foleshill,B05,FIRE PR,,PUMPING,Pumping,4,4,Initial Response,52.4154817475564,-1.51512143687362,HOSTEL,Class 3,POINT (433075.4231398349 279829.1616647496),0.56205237,3.34,3.34,0.5724637424512662
B055,BRV,FW001867-10012023,2023-01-10 15:50:53.423,FDR,2023-01-10 15:51:50.853,2023-01-10 15:52:42.157,2023-01-10 15:59:22.023,2023-01-10 17:03:39.420,Foleshill,B05,FIRE PR,,PUMPING,Pumping,3,3,Initial Response,52.4154817475564,-1.51512143687362,HOSTEL,Class 2,POINT (433075.4231398349 279829.1616647496),0.56205237,3.34,3.34,0.5724637424512662
B031,PRL,FW001867-10012023,2023-01-10 15:50:53.423,FDR,2023-01-10 15:51:50.837,2023-01-10 15:52:46.800,2023-01-10 15:55:38.940,2023-01-10 16:21:41.963,Coventry,B03,FIRE PR,,PUMPING,Pumping,5,2,Initial Response,52.4154817475564,-1.51512143687362,HOSTEL,Class 4,POINT (433075.4231398349 279829.1616647496),0.56205237,3.34,3.34,0.5724637424512662
C075,BRV,FW001868-10012023,2023-01-10 15:57:51.833,SSC,2023-01-10 16:00:43.583,2023-01-10 16:01:48.247,2023-01-10 16:07:05.930,2023-01-10 16:42:54.130,Ladywood,C07,LOCK IN/OUT,,PUMPING,Pumping,3,1,Initial Response,52.4931483771105,-1.90479549684615,STOVE HAS BEEN LEFT ON  GAS COOKER  10TH FLOOR,Class 2,POINT (406560.66526829125 288362.3654204661),0.9763781,3.27,3.27,0.547101447710443
E071,PRL,FW001872-10012023,2023-01-10 16:49:57.093,FDR,2023-01-10 17:06:47.247,2023-01-10 17:08:37.670,2023-01-10 17:17:44.977,2023-01-10 18:00:26.633,Bilston,E07,SECONDARY FIRE,,PUMPING,Pumping,5,7,Reinforcements,52.581726432113,-2.01701715629386,FIRE ON A CAR PARK OUTSIDE THE STORE,Class 4,POINT (398943.65090762614 298211.2553786447),0.8355885,2.13,2.13,0.13405801639715154
E021,PRL,FW001872-10012023,2023-01-10 16:49:57.093,FDR,2023-01-10 17:03:54.980,2023-01-10 17:04:51.427,2023-01-10 17:13:05.993,2023-01-10 18:09:00.187,Bloxwich,E02,SECONDARY FIRE,,PUMPING,Pumping,5,5,Initial Response,52.581726432113,-2.01701715629386,FIRE ON A CAR PARK OUTSIDE THE STORE,Class 4,POINT (398943.65090762614 298211.2553786447),0.8355885,2.13,2.13,0.13405801639715154
E055,BRV,FW001872-10012023,2023-01-10 16:49:57.093,FDR,2023-01-10 16:51:16.907,2023-01-10 16:51:43.497,2023-01-10 17:04:04.667,2023-01-10 18:00:53.397,Wolverhampton,E05,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.581726432113,-2.01701715629386,FIRE ON A CAR PARK OUTSIDE THE STORE,Class 2,POINT (398943.65090762614 298211.2553786447),0.8355885,2.13,2.13,0.13405801639715154
E012,PRL,FW001872-10012023,2023-01-10 16:49:57.093,FDR,2023-01-10 17:02:30.740,,,2023-01-10 17:03:30.537,Walsall,E01,SECONDARY FIRE,,PUMPING,Pumping,4,3,Initial Response,52.581726432113,-2.01701715629386,FIRE ON A CAR PARK OUTSIDE THE STORE,Class 3,POINT (398943.65090762614 298211.2553786447),0.8355885,2.13,2.13,0.13405801639715154
E031,PRL,FW001872-10012023,2023-01-10 16:49:57.093,FDR,2023-01-10 17:02:30.740,,,2023-01-10 17:06:45.103,Willenhall,E03,SECONDARY FIRE,,PUMPING,Pumping,5,2,Initial Response,52.581726432113,-2.01701715629386,FIRE ON A CAR PARK OUTSIDE THE STORE,Class 4,POINT (398943.65090762614 298211.2553786447),0.8355885,2.13,2.13,0.13405801639715154
E011,PRL,FW001872-10012023,2023-01-10 16:49:57.093,FDR,2023-01-10 20:03:29.243,2023-01-10 20:03:46.860,2023-01-10 20:13:07.797,2023-01-10 20:47:03.563,Walsall,E01,SECONDARY FIRE,"PRL,R REVISIT","PRL,R REVISIT",Pumping,5,11,Initial Response,52.581726432113,-2.01701715629386,FIRE ON A CAR PARK OUTSIDE THE STORE,Class 4,POINT (398943.65090762614 298211.2553786447),0.8355885,2.13,2.13,0.13405801639715154
E011,PRL,FW001872-10012023,2023-01-10 16:49:57.093,FDR,2023-01-10 17:02:30.757,2023-01-10 17:03:31.710,2023-01-10 17:13:59.303,2023-01-10 18:24:20.573,Walsall,E01,SECONDARY FIRE,PUMPING,PUMPING,Pumping,5,4,Initial Response,52.581726432113,-2.01701715629386,FIRE ON A CAR PARK OUTSIDE THE STORE,Class 4,POINT (398943.65090762614 298211.2553786447),0.8355885,2.13,2.13,0.13405801639715154
D035,BRV,FW001873-10012023,2023-01-10 16:49:45.387,FDR,2023-01-10 16:50:53.713,2023-01-10 16:51:29.320,2023-01-10 16:57:43.067,2023-01-10 17:10:36.220,Haden Cross,D03,HOUSE FIRE,,PUMPING,Pumping,3,2,Initial Response,52.4660701361137,-2.10581844655697,ELECTRICAL FIRE - FRYING PAN ON HOB SMOKE DETECTORS GOING OFF ,Class 2,POINT (392907.59415596176 285351.3750851909),0.47100905,3.78,3.78,0.7318840535892406
D021,PRL,FW001873-10012023,2023-01-10 16:49:45.387,FDR,2023-01-10 16:50:53.697,2023-01-10 16:52:15.130,2023-01-10 16:57:28.950,2023-01-10 17:07:25.223,Brierley Hill,D02,HOUSE FIRE,,PUMPING,Pumping,5,1,Initial Response,52.4660701361137,-2.10581844655697,ELECTRICAL FIRE - FRYING PAN ON HOB SMOKE DETECTORS GOING OFF ,Class 4,POINT (392907.59415596176 285351.3750851909),0.47100905,3.78,3.78,0.7318840535892406
B051,PRL,FW001877-10012023,2023-01-10 16:52:53.033,FAG,2023-01-10 16:53:39.633,2023-01-10 16:54:25.017,2023-01-10 16:58:38.283,2023-01-10 17:09:48.430,Foleshill,B05,FIRE,,PUMPING,Pumping,4,1,Initial Response,52.4258005263663,-1.48903718234202,LOOKS LIKE THE SCHOOL IS ON FIRE,Class 3,POINT (434841.4671516162 280989.09515450307),0.8011505,2.81,2.81,0.3804347666465191
B031,PRL,FW001877-10012023,2023-01-10 16:52:53.033,FAG,2023-01-10 16:53:39.650,2023-01-10 16:58:59.970,2023-01-10 17:07:19.783,2023-01-10 17:07:23.130,Coventry,B03,FIRE,,PUMPING,Pumping,5,2,Initial Response,52.4258005263663,-1.48903718234202,LOOKS LIKE THE SCHOOL IS ON FIRE,Class 4,POINT (434841.4671516162 280989.09515450307),0.8011505,2.81,2.81,0.3804347666465191
C031,PRL,FW001879-10012023,2023-01-10 16:59:00.337,FAE,2023-01-10 17:11:19.667,2023-01-10 17:12:29.447,2023-01-10 17:16:18.557,2023-01-10 17:39:01.260,Smethwick,C03,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.4831413624583,-1.9716544959276,CALLER IS FROM PROPERTY NUMBER 1 BUT FIRE ALARMS ARE SOUNDING FOR THE WHOLE BLOCK NO SIGNS OF SMOKE OR FIRE,Class 4,POINT (402021.59362751077 287245.32386214007),0.7492587,3.58,3.58,0.6594202679462027
C075,BRV,FW001902-10012023,2023-01-10 17:10:29.923,FDR,2023-01-10 17:13:25.787,2023-01-10 17:14:42.760,2023-01-10 17:19:59.907,2023-01-10 18:05:55.590,Ladywood,C07,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,3,3,Initial Response,52.4769050793841,-1.90674446001864,*** C011 IS callsign for a command support vehicle 1 *** CALLER HAS SEEN SMOKE IN THE OFFICE AREA  CALLER HAS NOW LEFT THE BUILDING AND IS PART OF THE IT COMPANY DOING SOME WORK IN ANOTHER OFFICE,Class 2,POINT (406430.6635789778 286555.37799825694),0.9767267,2.97,2.97,0.4384058124376582
C071,PRL,FW001902-10012023,2023-01-10 17:10:29.923,FDR,2023-01-10 17:13:25.773,2023-01-10 17:14:34.220,2023-01-10 17:19:59.593,2023-01-10 18:15:22.783,Ladywood,C07,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,2,Initial Response,52.4769050793841,-1.90674446001864,*** C011 IS callsign for a command support vehicle 1 *** CALLER HAS SEEN SMOKE IN THE OFFICE AREA  CALLER HAS NOW LEFT THE BUILDING AND IS PART OF THE IT COMPANY DOING SOME WORK IN ANOTHER OFFICE,Class 4,POINT (406430.6635789778 286555.37799825694),0.9767267,2.97,2.97,0.4384058124376582
C041,PRL,FW001902-10012023,2023-01-10 17:10:29.923,FDR,2023-01-10 17:13:25.820,2023-01-10 17:14:45.037,2023-01-10 17:22:54.680,2023-01-10 18:14:42.373,Bournbrook,C04,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,5,Initial Response,52.4769050793841,-1.90674446001864,*** C011 IS callsign for a command support vehicle 1 *** CALLER HAS SEEN SMOKE IN THE OFFICE AREA  CALLER HAS NOW LEFT THE BUILDING AND IS PART OF THE IT COMPANY DOING SOME WORK IN ANOTHER OFFICE,Class 4,POINT (406430.6635789778 286555.37799825694),0.9767267,2.97,2.97,0.4384058124376582
C011,PRL,FW001902-10012023,2023-01-10 17:10:29.923,FDR,2023-01-10 17:13:25.803,2023-01-10 17:14:23.773,2023-01-10 17:19:05.090,2023-01-10 18:15:30.347,Highgate,C01,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,5,4,Initial Response,52.4769050793841,-1.90674446001864,*** C011 IS callsign for a command support vehicle 1 *** CALLER HAS SEEN SMOKE IN THE OFFICE AREA  CALLER HAS NOW LEFT THE BUILDING AND IS PART OF THE IT COMPANY DOING SOME WORK IN ANOTHER OFFICE,Class 4,POINT (406430.6635789778 286555.37799825694),0.9767267,2.97,2.97,0.4384058124376582
A025,BRV,FW001902-10012023,2023-01-10 17:10:29.923,FDR,2023-01-10 17:13:25.837,2023-01-10 17:15:06.247,2023-01-10 17:25:49.160,2023-01-10 18:11:59.397,Aston,A02,TALL BUILDING FIRE wmfs,,PUMPING,Pumping,3,6,Initial Response,52.4769050793841,-1.90674446001864,*** C011 IS callsign for a command support vehicle 1 *** CALLER HAS SEEN SMOKE IN THE OFFICE AREA  CALLER HAS NOW LEFT THE BUILDING AND IS PART OF THE IT COMPANY DOING SOME WORK IN ANOTHER OFFICE,Class 2,POINT (406430.6635789778 286555.37799825694),0.9767267,2.97,2.97,0.4384058124376582
A021,PRL,FW001904-10012023,2023-01-10 17:19:08.570,FAE,2023-01-10 17:20:04.427,2023-01-10 17:20:52.173,2023-01-10 17:30:20.950,2023-01-10 17:47:05.270,Aston,A02,ALARMS SLEEPING NON MANAGED,PUMPING,PUMPING,Pumping,4,1,Initial Response,52.4780189132245,-1.90557895992574,ASTON PLACE G1,Class 3,POINT (406509.66489075 286679.377951987),0.9767267,2.97,2.97,0.4384058124376582
B015,BRV,FW001906-10012023,2023-01-10 17:23:45.530,FAG,2023-01-10 17:25:15.937,2023-01-10 17:25:49.643,2023-01-10 17:31:09.613,2023-01-10 17:43:21.603,Solihull,B01,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.422757305216,-1.7683810898296,LARGE FIRE IN THE BACK GARDEN  WIND BLOWING THE FIRE,Class 2,POINT (415847.53627320507 280553.3556485416),0.25613335,4.21,4.21,0.8876811797642403
D035,BRV,FW001907-10012023,2023-01-10 17:28:08.380,SEC,2023-01-10 17:47:10.633,2023-01-10 17:47:53.057,2023-01-10 17:54:38.683,2023-01-10 18:45:35.267,Haden Cross,D03,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4583755937934,-2.11449763642299,CAN SEE ORANGE BURNING OUTSIDE NEAR TO HERE,Class 2,POINT (392316.586608498 284496.4022654535),0.5846564,3.73,3.73,0.7137681287743669
D091,PRL,FW001912-10012023,2023-01-10 17:52:54.253,FDR,2023-01-10 18:02:36.430,2023-01-10 18:02:55.093,2023-01-10 18:12:06.713,2023-01-10 22:09:21.637,Dudley,D09,FIRE,,PUMPING,Pumping,5,4,Reinforcements,52.5248305053535,-2.04701833509702,POST OFFICE ON FIRE,Class 4,POINT (396906.61797651404 291883.30430227134),0.7029125,2.38,2.38,0.2246377268550629
D085,BRV,FW001912-10012023,2023-01-10 17:52:54.253,FDR,2023-01-10 17:54:15.750,2023-01-10 17:55:02.930,2023-01-10 18:01:39.593,2023-01-10 19:51:20.167,West Bromwich,D08,FIRE,,PUMPING,Pumping,3,2,Initial Response,52.5248305053535,-2.04701833509702,POST OFFICE ON FIRE,Class 2,POINT (396906.61797651404 291883.30430227134),0.7029125,2.38,2.38,0.2246377268550629
D071,PRL,FW001912-10012023,2023-01-10 17:52:54.253,FDR,2023-01-10 17:54:15.737,2023-01-10 17:55:03.837,2023-01-10 17:57:15.120,2023-01-10 20:46:54.177,Tipton,D07,FIRE,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.5248305053535,-2.04701833509702,POST OFFICE ON FIRE,Class 4,POINT (396906.61797651404 291883.30430227134),0.7029125,2.38,2.38,0.2246377268550629
E071,PRL,FW001912-10012023,2023-01-10 17:52:54.253,FDR,2023-01-10 21:43:21.347,2023-01-10 21:45:05.130,2023-01-10 21:59:39.360,2023-01-10 22:54:54.057,Bilston,E07,FIRE,PUMPING,"MPING,RELIEF PUMPING",Pumping,5,10,Reinforcements,52.5248305053535,-2.04701833509702,POST OFFICE ON FIRE,Class 4,POINT (396906.61797651404 291883.30430227134),0.7029125,2.38,2.38,0.2246377268550629
D071,PRL,FW001912-10012023,2023-01-10 17:52:54.253,FDR,2023-01-11 08:29:58.330,2023-01-11 08:45:22.800,2023-01-11 08:57:18.930,2023-01-11 09:26:09.060,Tipton,D07,FIRE,,"PRL,R REVISIT",Pumping,5,12,Reinforcements,52.5248305053535,-2.04701833509702,POST OFFICE ON FIRE,Class 4,POINT (396906.61797651404 291883.30430227134),0.7029125,2.38,2.38,0.2246377268550629
D071,PRL,FW001912-10012023,2023-01-10 17:52:54.253,FDR,2023-01-11 03:54:04.600,2023-01-11 03:54:50.150,2023-01-11 03:56:49.753,2023-01-11 04:12:28.867,Tipton,D07,FIRE,"PRL,R REVISIT","PRL,R REVISIT",Pumping,5,11,Reinforcements,52.5248305053535,-2.04701833509702,POST OFFICE ON FIRE,Class 4,POINT (396906.61797651404 291883.30430227134),0.7029125,2.38,2.38,0.2246377268550629
D081,PRL,FW001912-10012023,2023-01-10 17:52:54.253,FDR,2023-01-10 18:02:36.417,2023-01-10 18:03:31.947,2023-01-10 18:29:09.297,2023-01-10 19:38:50.707,West Bromwich,D08,FIRE,PUMPING,PUMPING,Pumping,5,3,Reinforcements,52.5248305053535,-2.04701833509702,POST OFFICE ON FIRE,Class 4,POINT (396906.61797651404 291883.30430227134),0.7029125,2.38,2.38,0.2246377268550629
C071,PRL,FW001918-10012023,2023-01-10 18:29:53.323,FAE,2023-01-10 18:31:55.377,2023-01-10 18:33:13.910,2023-01-10 18:37:38.637,2023-01-10 18:59:55.103,Ladywood,C07,TALL BUILDING FIRE PR wmfs,,PUMPING,Pumping,5,2,Initial Response,52.4869645123785,-1.90632563387657,SMOKE DETECTOR SOUNDING FOR OVER AN HOUR  SMELL OF BURNING  FLAT 19 ON THE 2ND FLOOR - CALLER LIVES IN FLAT 20 ON THE 2ND FLOOR  OCCUPIERS OF FLAT 20 EVACUATING DOWN THE STAIRWELL,Class 4,POINT (406457.6639250585 287674.3697703942),0.9809154,3.6,3.6,0.6666666378721522
